"ngrams","freq","last"
"his body around ",31,"at"
"state from community ",31,"affairs"
"the areas larger ",31,"municipal"
"400 diamond bracelet ",31,"had"
"helping boston and ",31,"the"
"latino neighborhood at ",31,"new"
"we see that ",31,"as"
"passed in march ",31,"should"
"spokesman for christie ",31,"said"
"your hot dog �",31,"�this"
"to national fire ",31,"protection"
"is parallel to ",31,"the"
"pension and health ",31,"care"
"is becoming a ",31,"holiday"
"of that a ",31,"court"
"that spanned the ",31,"border"
"drawing a line ",31,"in"
"david cameron and ",31,"germanys"
"at 902 riviera ",31,"drive"
"true story about ",31,"a"
"over the existing ",31,"stone"
"a twoman crew ",31,"took"
"with a cube ",31,"of"
"push and pull ",31,"upon"
"— 16yearolds kyle ",31,"beattie"
"the summer facing ",31,"the"
"from alamosa colo ",31,"in"
"the music of ",31,"everyone"
"pay for two ",31,"employees"
"joshua and angie ",31,"wickander"
"the day joked ",31,"aly"
"that judging by ",31,"jons"
"would pay for ",31,"that"
"about to stand ",31,"trial"
"movement durham said ",31,"ive"
"do you think ",31,"theyre"
"on brook benton’s “i’",31,"ll"
"wednesday by blowing ",31,"darts"
"the western conference ",31,"player"
"spiced with a ",31,"creamy"
"them as being ",31,"about"
"robert schumann — ",31,"sometimes"
"turning point in ",31,"their"
"warts of the ",31,"sort"
"medrano said hes ",31,"never"
"a saints defender �",31,"�"
"seasonhigh for jimenez ",31,"and"
"weeks all this ",31,"protection"
"the american boychoir ",31,"school"
"saying he thinks ",31,"the"
"howell senior jake ",31,"ivory"
"human spirit and ",31,"the"
"nutritionist who works ",31,"with"
"of the company ",31,"could"
"past structures and ",31,"drawing"
"driven to the ",31,"house"
"blair said the ",31,"thing"
"insult him you ",31,"also"
"they spend much ",31,"of"
"50 irish pounds ",31,"about"
"sandpaper guitar and ",31,"a"
"jean were after ",31,"his"
"usual soup of ",31,"a"
"best as a ",31,"lifestyle"
"to receive the ",31,"messages"
"care of you” ",31,"is"
"on my rehab ",31,"and"
"at the plate ",31,"and"
"support that i ",31,"was"
"apply additional standards ",31,"as"
"delayed its also ",31,"predictable"
"in 1996 he ",31,"decided"
"let that happen ",31,"weve"
"after moving to ",31,"mammoth"
"the decision was ",31,"based"
"activities its pedometer ",31,"tracks"
"and playing at ",31,"places"
"from this specialoccasion ",31,"restaurant"
"felt the costs ",31,"affected"
"maybe even the ",31,"los"
"carpets on the ",31,"loom"
"when bricco opened ",31,"across"
"going on it ",31,"does"
"sleeve installed in ",31,"early"
"longterm paid internship ",31,"programs"
"450 airports that ",31,"have"
"there he was ",31,"standing"
"app developer oceanhouse ",31,"media"
"gap narrowing obama ",31,"had"
"his friends while ",31,"swishing"
"moment this happened ",31,"was"
"cost of attending ",31,"school"
"more parents sought ",31,"a"
"the american values ",31,"of"
"real estate projects ",31,"according"
"sipping wine and ",31,"are"
"close at the ",31,"blue"
"of fun on ",31,"wheels"
"understand that we ",31,"already"
"of dollars of re",31,"resources�"
"said that and ",31,"touching"
"easier three guides ",31,"anderson"
"the average gm ",31,"car"
"state political account ",31,"the"
"pay her 250000 ",31,"a"
"i think well ",31,"get"
"wildwood this column ",31,"first"
"magnet for job ",31,"seekers"
"pastor of the ",31,"woodlawn"
"big pine boughs ",31,"in"
"have to change ",31,"these"
"out of pocket ",31,"or"
"assault on state ",31,"trooper"
"of qualifying generics ",31,"on"
"the drug enforcement ",31,"administrationled"
"tustin ranch road ",31,"off"
"perrons improvement took ",31,"a"
"meanwhile heres the ",31,"lowdown"
"this weekend thats ",31,"because"
"55000 pilots flight ",31,"attendants"
"start the first ",31,"overtime"
"view of the ",31,"bull"
"your dog standing ",31,"up"
"never played together ",31,"as"
"a big hit ",31,"from"
"moment 6foot5 sean ",31,"mannion"
"the misselling of ",31,"payment"
"6 or higher ",31,"said"
"blastoffs not banjos ",31,"that"
"at the american ",31,"cinematheque"
"than successes at ",31,"imitating"
"able to sign ",31,"a"
"that the ball ",31,"is"
"taken this action ",31,"mills"
"an advantage murray ",31,"state"
"3700 block of ",31,"coriander"
"red sox are ",31,"built"
"and opt to ",31,"have"
"role in the ",31,"reform"
"margin for a ",31,"second"
"men seeing the ",31,"rising"
"that sense and ",31,"that"
"and mb met ",31,"in"
"statewide more parents ",31,"sought"
"are exposed to ",31,"we"
"expected to file ",31,"documents"
"for her offices ",31,"funding"
"allowed to go ",31,"into"
"we’ll see more ",31,"of"
"playwrights tendency to ",31,"reiterate"
"should switch over ",31,"to"
"only four days ",31,"to"
"dont tell anybody ",31,"they"
"armand assante is ",31,"set"
"began when davitos ",31,"husband"
"locally sourced produce ",31,"and"
"airport authority hopes ",31,"that"
"requirement that the ",31,"cleveland"
"the best hitting ",31,"team"
"fully statelicensed commercial ",31,"kitchen"
"a model program ",31,"for"
"for his positive ",31,"message"
"been shaken up ",31,"by"
"addictive painkillers to ",31,"people"
"unable to substantiate ",31,"he"
"the school offers ",31,"degree"
"treat gary mikulich ",31,"of"
"than the same ",31,"month"
"twp — a ",31,"green"
"deduction that was ",31,"automatically"
"the answer question ",31,"90"
"on obama” he ",31,"said"
"anybody who cares ",31,"should"
"average leisureandhospitality workers ",31,"make"
"move and feel ",31,"again"
"budget saying he ",31,"thinks"
"image we have ",31,"of"
"to close but ",31,"karagiorgis"
"force from 1943 ",31,"to"
"bring a strunk ",31,"and"
"finishing touch ronaldo ",31,"captivated"
"shopping now he ",31,"said"
"birth to all ",31,"these"
"a country home ",31,"in"
"app the 499 ",31,"version"
"novice stationery shop ",31,"manager"
"ive been very ",31,"fortunate"
"uppermiddleclass characters have ",31,"arty"
"ago hit what ",31,"chief"
"menlo park company ",31,"is"
"no idea what ",31,"specifically"
"all sprouts which ",31,"are"
"that is stopped ",31,"in"
"liberal commentary on ",31,"domestic"
"his worst outing ",31,"against"
"gretchen rubin or ",31,"eat"
"third baseman will ",31,"undergo"
"raised doubts that ",31,"kvamme"
"open last month ",31,"followed"
"hammered by safety ",31,"isa"
"an antidote longterm ",31,"paid"
"that he found ",31,"in"
"former gov ted ",31,"strickland"
"a hospital and ",31,"dont"
"say the president ",31,"needed"
"ri — the ",31,"no"
"to worry about ",31,"is"
"as one would ",31,"imagine"
"of the play ",31,"is"
"and productive work ",31,"force"
"on tv contracts ",31,"than"
"said jeffress had ",31,"hit"
"badly all three ",31,"have"
"come up and ",31,"tell"
"and why the ",31,"public"
"899 at rite ",31,"aid"
"tight end david ",31,"paulson"
"on the planet ",31,"knicks"
"inviting six big ",31,"12"
"the departments performance ",31,"data"
"students outside middle ",31,"township"
"actual printing so ",31,"those"
"social court whose ",31,"members"
"ted strickland who ",31,"never"
"look for any ",31,"more"
"you riding longer ",31,"consider"
"contribution the coast ",31,"guard"
"with it real ",31,"estate"
"at all worried ",31,"that"
"opt to have ",31,"the"
"also make him ",31,"less"
"park afterwards jeffress ",31,"told"
"towards accreditation from ",31,"the"
"and james may ",31,"be"
"come in for ",31,"their"
"department officials increasingly ",31,"worried"
"of a sudden ",31,"she"
"was well pretty ",31,"darn"
"date and method ",31,"used"
"an opinion but ",31,"nobody"
"conference beforehand a ",31,"franchise"
"be promoted contreras ",31,"smiled"
"to marinate 3 ",31,"to"
"that helps lift ",31,"a"
"rethink its space ",31,"exploration"
"the new skateboard ",31,"park"
"for a 1950s ",31,"urban"
"texture – removing ",31,"the"
"artists are monique ",31,"sarfity"
"conducted by chicagobased ",31,"bdo"
"surround the city ",31,"fueling"
"fall planned to ",31,"wear"
"time — shakespeare ",31,"the"
"masters has brought ",31,"her"
"weeds to overtake ",31,"the"
"alford now the ",31,"head"
"possessions including their ",31,"furniture"
"company to obtain ",31,"a"
"think thats why ",31,"his"
"and leads to ",31,"a"
"316pound chapman replied ",31,"i�m"
"in the athens ",31,"games"
"tried to pull ",31,"over"
"it can help ",31,"the"
"and continue this ",31,"fight"
"his political role ",31,"as"
"who founded the ",31,"lovaas"
"years observing celebrity ",31,"trials"
"doctors and other ",31,"health"
"made more than ",31,"80"
"right the wrongs ",31,"and"
"louis county at ",31,"a"
"continue to threaten ",31,"its"
"of the 100 ",31,"block"
"states threequarters called ",31,"multibilliondollar"
"taxpayers not the ",31,"developer"
"adjustment thursday afternoon ",31,"because"
"aware it was ",31,"coming"
"scholls community who ",31,"have"
"have been diligently ",31,"measuring"
"in los angeles ",31,"county"
"beilein said looking ",31,"up"
"of the minnesota ",31,"vikings"
"nolan knows by ",31,"heart"
"but i need ",31,"time"
"the sale will ",31,"appeal"
"that 1 in ",31,"150"
"and to the ",31,"beast"
"morning of the ",31,"fire"
"seven fumbles received ",31,"21"
"death alone but ",31,"in"
"confluence of the ",31,"missouri"
"dumb just to ",31,"advance"
"meanwhile lins success ",31,"is"
"in scoring defense ",31,"11"
"one grandmother telling ",31,"stories"
"grabbed the ball ",31,"and"
"law and they ",31,"deliberately"
"nfl network said ",31,"his"
"have had a ",31,"strong"
"excited by news ",31,"that"
"same way some ",31,"days"
"keating serves as ",31,"pastor"
"able to go ",31,"through"
"in this country ",31,"and"
"depression that shaped ",31,"it"
"studios in new ",31,"york"
"a riot thats ",31,"just"
"new frontier bank ",31,"insiders"
"perry bachmann and ",31,"santorum"
"new york radiohead ",31,"four"
"voters across the ",31,"state"
"on a controversial ",31,"provision"
"after it was ",31,"learned"
"jacoby urges mitt ",31,"romney"
"the population has ",31,"fouryear"
"and said it ",31,"suggests"
"stop herself from ",31,"falling"
"that thoroughly hopkins ",31,"says"
"different assignments saturday ",31,"in"
"to 13000 square ",31,"feet"
"as i have ",31,"repeatedly"
"bungalows all are ",31,"wellmaintained"
"insulinresistant which makes ",31,"them"
"two different occasions ",31,"his"
"schumanns often stirring ",31,"music"
"fencing duel and �",31,"�"
"with other treasurers ",31,"and"
"serious action to ",31,"address"
"intends to retain ",31,"the"
"like nighttown is ",31,"like"
"fighting with a ",31,"police"
"low performing schools ",31,"are"
"oregon leads the ",31,"nation"
"were treated like ",31,"any"
"in february it ",31,"brought"
"see that from ",31,"brady"
"the meticulous way ",31,"he"
"areas does not ",31,"satisfy"
"the hospital monday ",31,"and"
"been to two ",31,"terps"
"a sloppy error ",31,"in"
"42 and decided ",31,"to"
"yet to know ",31,"where"
"hours to determine ",31,"what"
"56 days during ",31,"the"
"man walked into ",31,"the"
"the information age ",31,"but"
"to help families ",31,"obtain"
"price comparisons with ",31,"schnucks"
"really have faith ",31,"with"
"than four years ",31,"ago"
"to live in ",31,"such"
"said those prices ",31,"are"
"the majors as ",31,"he"
"navy and one ",31,"member"
"i hope my ",31,"friends"
"to be moved ",31,"to"
"six of seven ",31,"from"
"to dozens of ",31,"reports"
"optimistic drawdown and ",31,"turnover"
"tendencies whatsoever in ",31,"the"
"the usual soup ",31,"of"
"pepper ice cream ",31,"that"
"stoked opposition to ",31,"the"
"of overall attacks ",31,"the"
"has already sicced justice’",31,"s"
"been on the ",31,"ground"
"a playoff contender ",31,"and"
"packed in the ",31,"stadium"
"i will never ",31,"again"
"company is faced ",31,"with"
"close a fire ",31,"station"
"raonics strength in ",31,"the"
"the minnesota vikings ",31,"and"
"about the history ",31,"and"
"various species we ",31,"passed"
"approve 26040 in ",31,"emergency"
"from alleged material ",31,"misstatements"
"utilities today plans ",31,"to"
"trial more than ",31,"12"
"opponent in 2010 ",31,"spent"
"said that fletcher ",31,"and"
"public to think ",31,"african"
"about failed marriages ",31,"or"
"this one tournament ",31,"in"
"economy will expand ",31,"33"
"pretty good competition ",31,"over"
"arizona provisions will ",31,"be"
"each other linens ",31,"also"
"that develops between ",31,"queen"
"improper approvals of ",31,"extra"
"hotels ranging from ",31,"highend"
"clara at the ",31,"el"
"both environmental and ",31,"financial"
"plastic bags and ",31,"sheeting"
"and nabo sensugali ",31,"and"
"at 235 pm ",31,"with"
"where your solutions ",31,"come"
"moss about helping ",31,"them"
"he got his ",31,"pitches"
"about not having ",31,"children"
"and formal technique ",31,"with"
"2 cups chopped ",31,"southwest"
"tape as any ",31,"general"
"cinematic effects that ",31,"play"
"says hes planning ",31,"a"
"the nation’s economy ",31,"an"
"audience for his ",31,"positive"
"shakespeare the greek ",31,"tragedians"
"are the numbers ",31,"courtesy"
"griggs still remembered ",31,"what"
"which was easily ",31,"the"
"the common and ",31,"legal"
"the truth about ",31,"job"
"freeholders have also ",31,"asked"
"crust cover loosely ",31,"with"
"a payout for ",31,"his"
"practice looking every ",31,"bit"
"period ron calderon ",31,"topped"
"board felt the ",31,"costs"
"that goes its ",31,"not"
"appealed claiming trial ",31,"errors"
"month that the ",31,"international"
"and used his ",31,"state"
"the best is ",31,"the"
"epsten in the ",31,"letter"
"about us not ",31,"about"
"decker said top ",31,"to"
"and a blue ",31,"sofa"
"rutt it’s a ",31,"brickwalled"
"kim rains and ",31,"renee"
"initially charging zimmerman ",31,"and"
"part of a ",31,"deal"
"take over the ",31,"city"
"in such a ",31,"beautiful"
"the year he ",31,"spent"
"week was a ",31,"shell"
"a son in ",31,"mexico"
"dozen highdefinition tvs ",31,"and"
"a statewide antismoking ",31,"advocate"
"a few hundred ",31,"cases"
"and human fills ",31,"the"
"step toward creating ",31,"the"
"his hands after ",31,"losing"
"katherine plays as ",31,"background"
"no judgment sharon ",31,"griffin"
